CM075101.1	0	100000	3.0
CM075101.1	100000	200000	10.0
CM075101.1	200000	300000	6.0
CM075101.1	300000	400000	10.0
CM075101.1	400000	500000	5.0
CM075101.1	500000	600000	2.0
CM075101.1	600000	700000	8.0
CM075101.1	700000	800000	4.0
CM075101.1	800000	900000	11.0
CM075101.1	900000	1000000	12.0
CM075101.1	1000000	1100000	12.0
CM075101.1	1100000	1200000	18.0
CM075101.1	1200000	1300000	8.0
CM075101.1	1300000	1400000	12.0
CM075101.1	1400000	1500000	10.0
CM075101.1	1500000	1600000	9.0
CM075101.1	1600000	1700000	11.0
CM075101.1	1700000	1800000	14.0
CM075101.1	1800000	1900000	6.0
CM075101.1	1900000	2000000	2.0
CM075101.1	2000000	2100000	10.0
CM075101.1	2100000	2200000	3.0
CM075101.1	2200000	2300000	1.0
CM075101.1	2300000	2400000	1.0
CM075101.1	2400000	2500000	13.0
CM075101.1	2500000	2600000	1.0
CM075101.1	2600000	2700000	3.0
CM075101.1	2700000	2800000	2.0
CM075101.1	2800000	2900000	4.0
CM075101.1	3000000	3100000	1.0
CM075101.1	3100000	3200000	9.0
CM075101.1	3200000	3300000	1.0
CM075101.1	3300000	3400000	4.0
CM075101.1	3400000	3500000	3.0
CM075101.1	3500000	3600000	11.0
CM075101.1	3600000	3700000	2.0
CM075101.1	3700000	3800000	3.0
CM075101.1	3800000	3900000	6.0
CM075101.1	3900000	4000000	12.0
CM075101.1	4000000	4100000	3.0
CM075101.1	4100000	4200000	8.0
CM075101.1	4200000	4300000	8.0
CM075101.1	4300000	4400000	7.0
CM075101.1	4400000	4500000	17.0
CM075101.1	4500000	4600000	13.0
CM075101.1	4600000	4700000	19.0
CM075101.1	4700000	4800000	10.0
CM075101.1	4800000	4900000	16.0
CM075101.1	4900000	5000000	14.0
CM075101.1	5000000	5100000	5.0
CM075101.1	5100000	5200000	5.0
CM075101.1	5200000	5300000	13.0
CM075101.1	5300000	5400000	15.0
CM075101.1	5400000	5500000	10.0
CM075101.1	5500000	5600000	4.0
CM075101.1	5600000	5700000	12.0
CM075101.1	5700000	5800000	2.0
CM075101.1	5800000	5900000	10.0
CM075101.1	5900000	6000000	8.0
CM075101.1	6000000	6100000	14.0
CM075101.1	6100000	6200000	10.0
CM075101.1	6200000	6300000	12.0
CM075101.1	6300000	6400000	7.0
CM075101.1	6400000	6500000	1.0
CM075101.1	6500000	6600000	6.0
CM075101.1	6600000	6700000	12.0
CM075101.1	6700000	6800000	12.0
CM075101.1	6800000	6900000	17.0
CM075101.1	6900000	7000000	5.0
CM075101.1	7000000	7100000	10.0
CM075101.1	7100000	7200000	13.0
CM075101.1	7200000	7300000	8.0
CM075101.1	7300000	7400000	11.0
CM075101.1	7400000	7500000	7.0
CM075101.1	7500000	7600000	9.0
CM075101.1	7600000	7700000	13.0
CM075101.1	7700000	7800000	8.0
CM075101.1	7800000	7900000	8.0
CM075101.1	7900000	8000000	12.0
CM075101.1	8000000	8100000	10.0
CM075101.1	8100000	8200000	11.0
CM075101.1	8200000	8300000	5.0
CM075101.1	8300000	8400000	3.0
CM075101.1	8400000	8500000	11.0
CM075101.1	8500000	8600000	3.0
CM075101.1	8600000	8700000	3.0
CM075101.1	8700000	8800000	4.0
CM075101.1	8800000	8900000	3.0
CM075101.1	8900000	9000000	1.0
CM075101.1	9000000	9100000	13.0
CM075101.1	9100000	9200000	9.0
CM075101.1	9200000	9300000	10.0
CM075101.1	9300000	9400000	1.0
CM075101.1	9400000	9500000	1.0
CM075101.1	9500000	9600000	5.0
CM075101.1	9600000	9700000	5.0
CM075101.1	9700000	9800000	6.0
CM075101.1	9800000	9900000	10.0
CM075101.1	9900000	10000000	9.0
CM075101.1	10000000	10100000	5.0
CM075101.1	10100000	10200000	1.0
CM075101.1	10200000	10300000	13.0
CM075101.1	10300000	10400000	11.0
CM075101.1	10400000	10500000	9.0
CM075101.1	10500000	10600000	15.0
CM075101.1	10600000	10700000	13.0
CM075101.1	10700000	10800000	2.0
CM075101.1	10800000	10900000	4.0
CM075101.1	10900000	11000000	8.0
CM075101.1	11000000	11100000	1.0
CM075101.1	11100000	11200000	3.0
CM075101.1	11200000	11300000	6.0
CM075101.1	11300000	11400000	4.0
CM075101.1	11400000	11500000	10.0
CM075101.1	11500000	11600000	8.0
CM075101.1	11600000	11700000	14.0
CM075101.1	11700000	11800000	5.0
CM075101.1	11800000	11900000	7.0
CM075101.1	11900000	12000000	3.0
CM075101.1	12000000	12100000	5.0
CM075101.1	12100000	12200000	9.0
CM075101.1	12200000	12300000	14.0
CM075101.1	12300000	12400000	9.0
CM075101.1	12500000	12600000	1.0
CM075101.1	12600000	12700000	1.0
CM075101.1	12800000	12900000	8.0
CM075101.1	12900000	13000000	11.0
CM075101.1	13000000	13100000	4.0
CM075101.1	13100000	13200000	11.0
CM075101.1	13200000	13300000	13.0
CM075101.1	13300000	13400000	15.0
CM075101.1	13400000	13500000	14.0
CM075101.1	13500000	13600000	8.0
CM075101.1	13600000	13700000	14.0
CM075101.1	13700000	13800000	8.0
CM075101.1	13800000	13900000	10.0
CM075101.1	13900000	14000000	1.0
CM075101.1	14000000	14100000	9.0
CM075101.1	14100000	14200000	14.0
CM075101.1	14200000	14300000	5.0
CM075101.1	14300000	14400000	6.0
CM075101.1	14400000	14500000	6.0
CM075101.1	14500000	14600000	6.0
CM075101.1	14600000	14700000	3.0
CM075101.1	14700000	14800000	1.0
CM075101.1	14800000	14900000	9.0
CM075101.1	14900000	15000000	10.0
CM075101.1	15000000	15100000	4.0
CM075101.1	15100000	15200000	7.0
CM075101.1	15200000	15300000	4.0
CM075101.1	15300000	15400000	10.0
CM075101.1	15400000	15500000	10.0
CM075101.1	15500000	15600000	1.0
CM075101.1	15600000	15700000	3.0
CM075101.1	15700000	15800000	7.0
CM075101.1	15800000	15900000	6.0
CM075101.1	15900000	16000000	6.0
CM075101.1	16000000	16100000	7.0
CM075101.1	16100000	16200000	5.0
CM075101.1	16200000	16300000	5.0
CM075101.1	16300000	16400000	10.0
CM075101.1	16400000	16500000	9.0
CM075101.1	16500000	16600000	4.0
CM075101.1	16600000	16700000	8.0
CM075101.1	16700000	16800000	6.0
CM075101.1	16800000	16900000	1.0
CM075101.1	16900000	17000000	7.0
CM075101.1	17000000	17100000	4.0
CM075101.1	17100000	17200000	7.0
CM075101.1	17200000	17300000	12.0
CM075101.1	17300000	17400000	3.0
CM075101.1	17400000	17500000	1.0
CM075101.1	17500000	17600000	8.0
CM075101.1	17600000	17700000	4.0
CM075101.1	17700000	17800000	2.0
CM075101.1	17800000	17900000	6.0
CM075101.1	17900000	18000000	6.0
CM075101.1	18000000	18100000	7.0
CM075101.1	18100000	18200000	4.0
CM075101.1	18200000	18300000	12.0
CM075101.1	18300000	18400000	7.0
CM075101.1	18400000	18500000	5.0
CM075101.1	18500000	18600000	2.0
CM075101.1	18700000	18800000	4.0
CM075101.1	18800000	18900000	3.0
CM075101.1	18900000	19000000	8.0
CM075101.1	19000000	19100000	9.0
CM075101.1	19100000	19200000	2.0
CM075101.1	19200000	19300000	12.0
CM075101.1	19300000	19400000	9.0
CM075101.1	19400000	19500000	7.0
CM075101.1	19500000	19600000	10.0
CM075101.1	19600000	19700000	6.0
CM075101.1	19700000	19800000	8.0
CM075101.1	19800000	19900000	13.0
CM075101.1	19900000	20000000	13.0
CM075101.1	20000000	20100000	10.0
CM075101.1	20100000	20200000	12.0
CM075101.1	20200000	20300000	4.0
CM075101.1	20300000	20400000	12.0
CM075101.1	20400000	20500000	3.0
CM075101.1	20500000	20600000	3.0
CM075101.1	20600000	20700000	10.0
CM075101.1	20700000	20800000	2.0
CM075101.1	20800000	20900000	7.0
CM075101.1	20900000	21000000	6.0
CM075101.1	21000000	21100000	6.0
CM075101.1	21100000	21200000	5.0
CM075101.1	21200000	21300000	11.0
CM075101.1	21300000	21400000	24.0
CM075101.1	21400000	21500000	9.0
CM075101.1	21500000	21600000	2.0
CM075101.1	21600000	21700000	8.0
CM075101.1	21700000	21800000	12.0
CM075101.1	21800000	21900000	10.0
CM075101.1	21900000	22000000	7.0
CM075101.1	22000000	22100000	7.0
CM075101.1	22100000	22200000	2.0
CM075101.1	22200000	22300000	5.0
CM075101.1	22300000	22400000	2.0
CM075101.1	22400000	22500000	1.0
CM075101.1	22500000	22600000	4.0
CM075101.1	22600000	22700000	1.0
CM075101.1	22700000	22800000	2.0
CM075101.1	22800000	22900000	7.0
CM075101.1	22900000	23000000	7.0
CM075101.1	23000000	23100000	5.0
CM075101.1	23100000	23200000	6.0
CM075101.1	23200000	23300000	7.0
CM075101.1	23300000	23400000	10.0
CM075101.1	23400000	23500000	10.0
CM075101.1	23500000	23600000	2.0
CM075101.1	23600000	23700000	8.0
CM075101.1	23700000	23800000	7.0
CM075101.1	23800000	23900000	13.0
CM075101.1	23900000	24000000	8.0
CM075101.1	24000000	24100000	3.0
CM075101.1	24100000	24200000	20.0
CM075101.1	24200000	24300000	9.0
CM075101.1	24300000	24400000	10.0
CM075101.1	24400000	24500000	1.0
CM075101.1	24500000	24600000	3.0
CM075101.1	24600000	24700000	12.0
CM075101.1	24700000	24800000	3.0
CM075101.1	24800000	24900000	13.0
CM075101.1	24900000	25000000	16.0
CM075101.1	25000000	25100000	2.0
CM075101.1	25100000	25200000	10.0
CM075101.1	25200000	25300000	14.0
CM075101.1	25300000	25400000	2.0
CM075101.1	25400000	25500000	5.0
CM075101.1	25500000	25600000	16.0
CM075101.1	25600000	25700000	6.0
CM075101.1	25700000	25800000	3.0
CM075101.1	25800000	25900000	4.0
CM075101.1	25900000	26000000	18.0
CM075101.1	26000000	26100000	9.0
CM075101.1	26100000	26200000	11.0
CM075101.1	26200000	26300000	10.0
CM075101.1	26300000	26400000	10.0
CM075101.1	26400000	26500000	7.0
CM075101.1	26500000	26600000	7.0
CM075101.1	26600000	26700000	3.0
CM075101.1	26700000	26800000	7.0
CM075101.1	26800000	26900000	1.0
CM075101.1	26900000	27000000	2.0
CM075101.1	27000000	27100000	12.0
CM075101.1	27100000	27200000	5.0
CM075101.1	27200000	27300000	7.0
CM075101.1	27300000	27400000	10.0
CM075101.1	27400000	27500000	10.0
CM075101.1	27500000	27600000	10.0
CM075101.1	27600000	27700000	1.0
CM075101.1	27800000	27900000	3.0
CM075101.1	27900000	28000000	8.0
CM075101.1	28000000	28100000	3.0
CM075101.1	28100000	28200000	13.0
CM075101.1	28200000	28300000	6.0
CM075101.1	28300000	28400000	3.0
CM075101.1	28400000	28500000	2.0
CM075101.1	28600000	28700000	14.0
CM075101.1	28700000	28800000	5.0
CM075101.1	28800000	28900000	4.0
CM075101.1	28900000	29000000	23.0
CM075101.1	29000000	29100000	3.0
CM075101.1	29100000	29200000	2.0
CM075101.1	29200000	29300000	10.0
CM075101.1	29300000	29400000	3.0
CM075101.1	29400000	29500000	13.0
CM075101.1	29500000	29600000	6.0
CM075101.1	29600000	29700000	6.0
CM075101.1	29700000	29800000	4.0
CM075101.1	29800000	29900000	4.0
CM075101.1	29900000	30000000	8.0
CM075101.1	30000000	30100000	1.0
CM075101.1	30100000	30200000	8.0
CM075101.1	30200000	30300000	13.0
CM075101.1	30300000	30400000	3.0
CM075101.1	30400000	30500000	4.0
CM075101.1	30500000	30600000	12.0
CM075101.1	30600000	30700000	8.0
CM075101.1	30700000	30800000	11.0
CM075101.1	30800000	30900000	9.0
CM075101.1	30900000	31000000	10.0
CM075101.1	31000000	31100000	7.0
CM075101.1	31100000	31200000	11.0
CM075101.1	31200000	31300000	6.0
CM075101.1	31300000	31400000	15.0
